contract_id,case_filed_yr,case_filed_month,jurisdiction,zip,assign_atty,case_type_x,settlement_offer,amount_billed,contract_dup,case_type_y,hours_worked
005248R72A   ,2013,9,Alabama             ,35045,665,5122.0,1098000.0,37200.0,False,,
007A674613   ,2013,10,New Jersey          ,7202,111,5224.0,20000000.0,67600.0,False,,
 680 6C940384,2012,8,California          ,95670,612,5219.0,0.0,1009400.0,False,5219.0,249.0
 680 4B924528,2012,8,Pennsylvania        ,19047,749,5122.0,220000.0,67600.0,False,5223.0,2.0
 680 4B924528,2012,8,Pennsylvania        ,19047,749,5122.0,220000.0,67600.0,False,5122.0,104.0
 680 9321R641,2012,8,Illinois            ,60005,620,5121.0,166400000.0,1126200.0,False,5121.0,775.0
006C92174A   ,2013,2,Connecticut         ,6067,612,5122.0,4000000.0,217800.0,False,,
 680 6169C177,2012,7,New York            ,10017,92,5219.0,0.0,52900.0,False,5219.0,15.0
008524W200   ,2013,6,New York            ,13084,454,5121.0,4646000.0,142300.0,False,,
 680 1413M265,2012,8,New York            ,10469,651,5106.0,0.0,2300.0,False,5106.0,2.0
 680 1413M265,2012,8,New York            ,10469,651,5106.0,0.0,2300.0,False,5102.0,500.0
003A017136   ,2013,7,Kansas              ,67530,169,5224.0,10000000.0,41300.0,True,,
 PACP8827A078,2012,8,Texas               ,76104,137,5132.0,0.0,226800.0,False,5132.0,70.0
008B553403   ,2013,7,Pennsylvania        ,19124,100,5223.0,3000.0,463000.0,False,,
 680 7293X49A,2012,8,Georgia             ,30513,749,5122.0,613000.0,75700.0,False,5122.0,96.0
 680 7293X49A,2012,8,Georgia             ,30513,749,5122.0,613000.0,75700.0,False,5121.0,258.0
 680 7293X49A,2012,8,Georgia             ,30513,749,5121.0,3375000.0,122100.0,True,5122.0,96.0
 680 7293X49A,2012,8,Georgia             ,30513,749,5121.0,3375000.0,122100.0,True,5121.0,258.0
 680 5602L27A,2012,8,Connecticut         ,6880,112,5119.0,0.0,21900.0,False,5119.0,750.0
 680 5602L27A,2012,8,Connecticut         ,6880,112,5119.0,0.0,21900.0,False,5122.0,174.0
 680 5602L27A,2012,8,Connecticut         ,6880,112,5122.0,0.0,227400.0,True,5119.0,750.0
 680 5602L27A,2012,8,Connecticut         ,6880,112,5122.0,0.0,227400.0,True,5122.0,174.0
008675C95A   ,2013,11,Alabama             ,35244,169,5224.0,10000000.0,63600.0,False,,
 680 2302C764,2012,1,New Jersey          ,8561,712,5119.0,0.0,155400.0,False,5119.0,25.0
002D912168   ,2013,6,Washington          ,98373,665,5105.0,20000000.0,17100.0,False,,
009132M044   ,2013,12,Arizona             ,85016,665,5122.0,5818000.0,123100.0,False,,
006B652920   ,2013,3,Michigan            ,48312,915,5125.0,10000000.0,2100.0,False,,
 680 5050M324,2012,8,Indiana             ,47805,651,5119.0,0.0,91600.0,False,5119.0,7.0
 PACP7571P491,2012,8,Texas               ,77429,712,5233.0,0.0,833100.0,False,5233.0,81.0
006317N618   ,2013,7,Nevada              ,89119,612,5121.0,125141000.0,848900.0,False,,
00847D5135   ,2013,11,Illinois            ,60056,184,5121.0,1188000.0,35400.0,False,,
001352X630   ,2013,12,Georgia             ,31906,111,5122.0,1082000.0,66600.0,False,,
008004N204   ,2013,7,Texas               ,75060,416,5121.0,2564000.0,204300.0,False,,
007970C097   ,2013,12,Indiana             ,46060,169,5122.0,4100000.0,219900.0,True,,
007970C097   ,2013,12,Indiana             ,46060,169,5121.0,7570000.0,121500.0,True,,
007970C097   ,2013,12,Indiana             ,46060,169,5224.0,10000000.0,252900.0,True,,
0090K71203   ,2013,7,North Dakota        ,58102,665,5224.0,10000000.0,38900.0,False,,
 680 8181L997,2012,2,California          ,92121,926,5219.0,0.0,46700.0,False,5219.0,22.0
 680 8181L997,2012,2,California          ,92121,926,5219.0,0.0,46700.0,False,5102.0,367.0
001644X896   ,2013,4,Colorado            ,81301,620,5121.0,45602000.0,338300.0,False,,
 680 9094B498,2012,6,South Carolina      ,29707,620,5121.0,163247000.0,2233900.0,False,5121.0,30.0
001B923956   ,2013,3,Illinois            ,60585,665,5224.0,20000000.0,22600.0,False,,
004D55154A   ,2013,7,Georgia             ,30008,169,5145.0,10000000.0,6800.0,False,,
 680 8754L915,2012,8,California          ,95123,712,5219.0,0.0,204600.0,False,5219.0,40.0
 680 0C108056,2012,8,Virginia            ,22030,620,5121.0,175500000.0,1850700.0,False,5223.0,2651.0
 680 0C108056,2012,8,Virginia            ,22030,620,5121.0,175500000.0,1850700.0,False,5121.0,141.0
 680 0C108056,2012,8,Virginia            ,22030,620,5223.0,90000.0,187600.0,True,5223.0,2651.0
 680 0C108056,2012,8,Virginia            ,22030,620,5223.0,90000.0,187600.0,True,5121.0,141.0
003B238868   ,2013,3,Tennessee           ,38320,416,5121.0,832000.0,51100.0,False,,
007D480092   ,2013,12,New Jersey          ,7901,612,5121.0,15500000.0,139000.0,False,,
007D133961   ,2013,10,Tennessee           ,37402,543,5121.0,6430000.0,594100.0,False,,
007D133961   ,2013,10,Tennessee           ,37402,543,5224.0,10000000.0,149900.0,True,,
007D133961   ,2013,10,Tennessee           ,37402,543,5131.0,10000000.0,94600.0,True,,
006A292649   ,2013,11,Illinois            ,60504,612,5223.0,20000000.0,77100.0,False,,
 680 45A84104,2012,8,Maryland            ,21842,620,5121.0,22460000.0,633700.0,False,5121.0,73.0
 PACP2894N154,2012,8,Texas               ,78216,926,5132.0,0.0,79600.0,False,5132.0,608.0
 680 2655P046,2012,8,Washington          ,98837,665,5121.0,86758000.0,613800.0,False,5121.0,1.0
 680 2655P046,2012,8,Washington          ,98837,665,5121.0,86758000.0,613800.0,False,5122.0,62.0
 680 2655P046,2012,8,Washington          ,98837,665,5122.0,28143000.0,206500.0,True,5121.0,1.0
 680 2655P046,2012,8,Washington          ,98837,665,5122.0,28143000.0,206500.0,True,5122.0,62.0
 680 8657W137,2012,5,Massachusetts       ,1923,761,5122.0,1329000.0,196300.0,False,5122.0,491.0
005346L023   ,2013,7,Illinois            ,60021,636,5122.0,287000.0,8900.0,False,,
005346L023   ,2013,7,Illinois            ,60021,636,5121.0,2800000.0,27500.0,True,,
 680 5579P04A,2012,8,Missouri            ,63105,91,5106.0,0.0,2900.0,False,5106.0,33.0
008C829745   ,2013,2,Kansas              ,66202,100,5121.0,3370000.0,121200.0,False,,
008C829745   ,2013,2,Kansas              ,66202,100,5219.0,0.0,97200.0,True,,
 680 7B577464,2012,8,Minnesota           ,55427,612,5122.0,163000.0,2400.0,False,5121.0,169.0
 680 7B577464,2012,8,Minnesota           ,55427,612,5122.0,163000.0,2400.0,False,5122.0,18.0
 680 7B577464,2012,8,Minnesota           ,55427,612,5121.0,64480000.0,1012500.0,True,5121.0,169.0
 680 7B577464,2012,8,Minnesota           ,55427,612,5121.0,64480000.0,1012500.0,True,5122.0,18.0
002C736843   ,2013,9,Pennsylvania        ,17745,473,5119.0,0.0,48800.0,False,,
00563M219A   ,2013,12,Colorado            ,80920,612,5223.0,20000000.0,44500.0,False,,
 680 1924X488,2012,8,New Jersey          ,7109,712,5219.0,0.0,262800.0,False,5219.0,28.0
008364C452   ,2013,11,New York            ,14604,612,5122.0,111000.0,11800.0,False,,
008364C452   ,2013,11,New York            ,14604,612,5121.0,60177000.0,1301800.0,True,,
 680 644Y3781,2012,1,Colorado            ,80550,749,5119.0,0.0,486600.0,False,5119.0,87.0
 680 644Y3781,2012,1,Colorado            ,80550,749,5119.0,0.0,486600.0,False,5122.0,82.0
 680 644Y3781,2012,1,Colorado            ,80550,749,5122.0,414000.0,91900.0,True,5119.0,87.0
 680 644Y3781,2012,1,Colorado            ,80550,749,5122.0,414000.0,91900.0,True,5122.0,82.0
004B97772A   ,2013,5,Tennessee           ,37801,640,5224.0,20000000.0,36500.0,False,,
004B97772A   ,2013,5,Tennessee           ,37801,640,5122.0,1631000.0,120200.0,True,,
 680 618J282A,2012,8,New York            ,10011,651,5119.0,0.0,7000.0,False,5119.0,10.0
 680 4506B83A,2012,8,California          ,94080,91,5119.0,0.0,130000.0,False,5119.0,17.0
 680 4506B83A,2012,8,California          ,94080,91,5119.0,0.0,130000.0,False,5102.0,62.0
007C095170   ,2013,2,Ohio                ,43612,970,5125.0,10000000.0,1400.0,False,,
003C300013   ,2013,10,Illinois            ,60477,620,5121.0,90362000.0,387600.0,False,,
003C300013   ,2013,10,Illinois            ,60477,620,5119.0,0.0,36200.0,True,,
005A738341   ,2013,8,Colorado            ,80214,10,5121.0,9734000.0,281400.0,False,,
 PACP7A083419,2012,8,Texas               ,76011,612,5106.0,0.0,246100.0,False,5106.0,82.0
000137P192   ,2013,9,North Carolina      ,28216,636,5122.0,1437000.0,23300.0,False,,
005A915177   ,2013,9,Montana             ,59101,169,5119.0,0.0,50500.0,False,,
005A915177   ,2013,9,Montana             ,59101,169,5122.0,0.0,85000.0,True,,
 680 3A756800,2012,8,Utah                ,84047,651,5219.0,0.0,5200.0,False,5219.0,105.0
00590W0646   ,2013,7,Arizona             ,85210,676,5121.0,20756000.0,437400.0,False,,
004D254403   ,2013,7,Pennsylvania        ,18936,503,5121.0,31898000.0,868900.0,False,,
001C143646   ,2013,7,Maryland            ,20707,100,5223.0,0.0,85100.0,False,,
 680 34F28197,2012,6,New York            ,10019,651,5119.0,0.0,38600.0,False,5119.0,414.0
 680 4992X571,2012,3,New York            ,10012,546,5122.0,250000.0,9800.0,False,5122.0,6.0
003D53510A   ,2013,7,North Carolina      ,28557,970,5223.0,139000.0,209500.0,False,,
 680 2422C196,2012,8,Virginia            ,23455,542,5121.0,0.0,606100.0,False,5121.0,43.0
007B127613   ,2013,6,Colorado            ,80223,503,5122.0,10347000.0,225600.0,False,,
 PACP2904C173,2012,6,Texas               ,79401,44,5233.0,0.0,33000.0,False,5233.0,1021.0
00201G272A   ,2013,7,Illinois            ,60438,612,5121.0,3247000.0,59600.0,False,,
007520C676   ,2013,10,Illinois            ,60566,639,5105.0,10000000.0,35800.0,False,,
 680 3194P874,2012,1,Oregon              ,97760,543,5106.0,0.0,34200.0,False,5106.0,206.0
 680 167M6249,2012,8,New Jersey          ,8109,712,5219.0,0.0,262500.0,False,5219.0,802.0
008795M026   ,2013,11,Tennessee           ,37208,612,5121.0,4344000.0,158300.0,False,,
009C649431   ,2013,3,North Carolina      ,27893,956,5223.0,85000.0,302200.0,False,,
 680 8991P514,2012,5,Oregon              ,97123,600,5121.0,65058000.0,417000.0,False,5121.0,37.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5121.0,88585000.0,1506600.0,True,5119.0,2755.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5121.0,88585000.0,1506600.0,True,5121.0,500.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5121.0,88585000.0,1506600.0,True,5122.0,649.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5122.0,36326000.0,603700.0,True,5119.0,2755.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5122.0,36326000.0,603700.0,True,5121.0,500.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5122.0,36326000.0,603700.0,True,5122.0,649.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5119.0,0.0,1614800.0,True,5119.0,2755.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5119.0,0.0,1614800.0,True,5121.0,500.0
 680 5883X991,2012,8,Massachusetts       ,2062,719,5119.0,0.0,1614800.0,True,5122.0,649.0
 680 9A176017,2012,8,Oregon              ,97527,595,5119.0,0.0,10600.0,False,5119.0,67.0
008384C740   ,2013,11,Maryland            ,21014,612,5121.0,10030000.0,160700.0,False,,
002D52525A   ,2013,5,Arizona             ,85260,676,5121.0,250012000.0,2064800.0,False,,
002D52525A   ,2013,5,Arizona             ,85260,676,5223.0,249000.0,898200.0,True,,
000C869797   ,2013,7,North Carolina      ,28212,676,5121.0,37210000.0,701200.0,False,,
006C600851   ,2013,12,Georgia             ,30331,968,5125.0,0.0,3200.0,False,,
007D931424   ,2013,11,Colorado            ,81631,665,5122.0,4750000.0,44700.0,False,,
000235T244   ,2013,10,South Carolina      ,29212,620,5223.0,260000000.0,124800.0,False,,
000235T244   ,2013,10,South Carolina      ,29212,620,5121.0,67834000.0,816400.0,True,,
 680 2774P778,2012,8,Ohio                ,43240,651,5219.0,0.0,23400.0,False,5219.0,15.0
00357D4437   ,2013,8,Virginia            ,22902,612,5224.0,30000000.0,9200.0,False,,
002323P710   ,2013,11,North Carolina      ,28210,620,5223.0,120000000.0,165900.0,False,,
 680 339M1147,2012,8,Montana             ,59716,609,5219.0,0.0,7800.0,False,5219.0,226.0
 680 427D6026,2012,2,Connecticut         ,6604,712,5121.0,2051000.0,79100.0,False,5121.0,68.0
 680 427D6026,2012,2,Connecticut         ,6604,712,5121.0,2051000.0,79100.0,False,5219.0,6.0
 680 427D6026,2012,2,Connecticut         ,6604,712,5219.0,0.0,145300.0,True,5121.0,68.0
 680 427D6026,2012,2,Connecticut         ,6604,712,5219.0,0.0,145300.0,True,5219.0,6.0
 680 6C910552,2012,8,California          ,91746,712,5219.0,0.0,172200.0,False,5219.0,44.0
 680 6C910552,2012,8,California          ,91746,712,5219.0,0.0,172200.0,False,5213.0,5.0
 680 6C910552,2012,8,California          ,91746,712,5213.0,0.0,7500.0,True,5219.0,44.0
 680 6C910552,2012,8,California          ,91746,712,5213.0,0.0,7500.0,True,5213.0,5.0
001C581578   ,2013,8,South Carolina      ,29730,597,5122.0,1617000.0,35300.0,True,,
007D74446A   ,2013,11,Illinois            ,60008,169,5224.0,0.0,80400.0,False,,
 680 1938M008,2012,8,Florida             ,33441,712,5219.0,0.0,775600.0,False,5219.0,31.0
 680 6D198666,2012,8,California          ,91411,712,5219.0,0.0,55800.0,False,5219.0,1402.0
00681H1042   ,2013,3,Tennessee           ,37040,600,5121.0,1234000.0,103300.0,False,,
007360P13A   ,2013,3,Utah                ,84660,620,5121.0,114634000.0,793300.0,False,,
00463P3547   ,2013,7,Montana             ,59101,44,5121.0,71263000.0,577700.0,False,,
 680 6B471463,2012,4,New Jersey          ,7601,456,5119.0,0.0,693900.0,False,5119.0,500.0
00777W3507   ,2013,7,Colorado            ,80524,620,5121.0,8499000.0,262800.0,False,,
 680 1B451647,2012,8,Massachusetts       ,2130,712,5219.0,0.0,283300.0,False,5219.0,958.0
 680 9823B699,2012,8,California          ,94404,620,5223.0,728000.0,2609600.0,False,5223.0,100.0
006732R694   ,2013,8,Texas               ,75077,442,5121.0,13729000.0,605300.0,False,,
 680 2168A555,2012,2,Washington          ,98944,712,5219.0,0.0,74300.0,False,5219.0,8.0
0059G4918A   ,2013,6,Nevada              ,89101,638,5121.0,5337000.0,65600.0,False,,
 680 4054R557,2012,6,Idaho               ,83611,745,5122.0,21000.0,5900.0,False,5122.0,50.0
 680 86K34946,2012,7,New York            ,11235,651,5219.0,0.0,8500.0,False,5219.0,30645.0
009595R523   ,2013,11,Virginia            ,23221,416,5122.0,5669000.0,35900.0,False,,
009595R523   ,2013,11,Virginia            ,23221,416,5119.0,0.0,17600.0,True,,
 680 6324N566,2012,6,New Hampshire       ,3053,712,5219.0,0.0,145500.0,False,5219.0,2.0
009164C218   ,2013,12,New York            ,10017,639,5122.0,4387000.0,150000.0,False,,
008C583010   ,2013,2,North Carolina      ,28083,100,5219.0,0.0,58200.0,False,,
 680 800D0584,2012,1,Maryland            ,20832,691,5219.0,0.0,113300.0,False,5219.0,130.0
003C420858   ,2013,9,Utah                ,84081,620,5121.0,54870000.0,122800.0,False,,
 680 7A608197,2012,8,Michigan            ,48042,416,5119.0,0.0,41400.0,False,5119.0,47.0
 680 7A608197,2012,8,Michigan            ,48042,416,5119.0,0.0,41400.0,False,5102.0,53.0
003D48076A   ,2013,8,North Carolina      ,28203,620,5121.0,134660000.0,865500.0,False,,
 680 9370R660,2012,8,Florida             ,34787,994,5119.0,0.0,1639800.0,False,5119.0,165.0
000D989361   ,2013,4,Texas               ,75119,43,5122.0,0.0,79800.0,False,,
 680 9137N766,2012,8,New Jersey          ,7746,572,5121.0,31847000.0,430000.0,False,5119.0,25.0
 680 9137N766,2012,8,New Jersey          ,7746,572,5121.0,31847000.0,430000.0,False,5121.0,20.0
 680 9137N766,2012,8,New Jersey          ,7746,572,5119.0,0.0,50500.0,True,5119.0,25.0
 680 9137N766,2012,8,New Jersey          ,7746,572,5119.0,0.0,50500.0,True,5121.0,20.0
000C723839   ,2013,8,Georgia             ,30115,596,5224.0,10000000.0,11800.0,False,,
002D772456   ,2013,5,Georgia             ,30318,169,5224.0,10000000.0,43100.0,False,,
 680 5667N621,2012,5,California          ,90755,742,5122.0,850000.0,128900.0,False,5122.0,83.0
 680 8642P492,2012,3,Pennsylvania        ,15301,712,5121.0,3151000.0,23600.0,False,5122.0,49.0
 680 8642P492,2012,3,Pennsylvania        ,15301,712,5121.0,3151000.0,23600.0,False,5121.0,303.0
 680 8642P492,2012,3,Pennsylvania        ,15301,712,5122.0,263000.0,8200.0,True,5122.0,49.0
 680 8642P492,2012,3,Pennsylvania        ,15301,712,5122.0,263000.0,8200.0,True,5121.0,303.0
008A155687   ,2013,11,Washington          ,98134,638,5122.0,7571000.0,101200.0,False,,
000C499966   ,2013,6,Nevada              ,89146,719,5122.0,824000.0,181900.0,False,,
 680 5428P469,2012,8,California          ,92336,651,5119.0,0.0,52200.0,False,5119.0,90.0
 680 1327X092,2012,8,Wisconsin           ,53185,712,5122.0,3856000.0,94500.0,False,5122.0,256.0
 680 4350L296,2012,8,New Jersey          ,7094,994,5119.0,0.0,103200.0,False,5119.0,84.0
 680 5A256978,2012,8,California          ,93637,712,5219.0,0.0,327300.0,False,5219.0,5.0
 680 6C576649,2012,8,California          ,91502,712,5219.0,0.0,117300.0,False,5219.0,110.0
 680 9B74751A,2012,6,California          ,92324,712,5121.0,6032000.0,188900.0,False,5121.0,79.0
 680 4572R336,2012,7,New York            ,13053,712,5219.0,0.0,31200.0,False,5219.0,18.0
002678B446   ,2013,7,Georgia             ,30094,184,5224.0,10000000.0,1500.0,False,,
 680 1A415407,2012,8,New York            ,12581,712,5219.0,0.0,62300.0,False,5219.0,14.0
008C765905   ,2013,2,North Carolina      ,28105,612,5121.0,0.0,301500.0,False,,
 680 2413M091,2012,4,New Jersey          ,7088,542,5119.0,0.0,22600.0,False,5122.0,50.0
 680 2413M091,2012,4,New Jersey          ,7088,542,5119.0,0.0,22600.0,False,5119.0,25.0
 680 2413M091,2012,4,New Jersey          ,7088,542,5122.0,0.0,58300.0,True,5122.0,50.0
 680 2413M091,2012,4,New Jersey          ,7088,542,5122.0,0.0,58300.0,True,5119.0,25.0
 680 5496X247,2012,8,Missouri            ,64114,599,5119.0,0.0,5100.0,False,5119.0,88.0
 680 9C834476,2012,8,Washington          ,98072,994,5119.0,0.0,494700.0,False,5119.0,360.0
005C797589   ,2013,11,Massachusetts       ,2339,612,5121.0,55851000.0,1409400.0,False,,
005C797589   ,2013,11,Massachusetts       ,2339,612,5145.0,20000000.0,43200.0,True,,
 680 8947P435,2012,7,Mississippi         ,39042,416,5121.0,3120000.0,72100.0,False,5121.0,67.0
007E589450   ,2013,7,Massachusetts       ,2347,164,5224.0,10000000.0,4000.0,False,,
009258B713   ,2013,8,New York            ,11229,665,5122.0,4500000.0,135500.0,False,,
006050L69A   ,2013,11,Texas               ,76821,416,5121.0,3203000.0,257200.0,False,,
007C770794   ,2013,1,Illinois            ,60031,135,5122.0,270000.0,18400.0,False,,
005421M963   ,2013,10,Massachusetts       ,1001,149,5224.0,20000000.0,59800.0,False,,
005C217606   ,2013,11,New York            ,13440,665,5224.0,20000000.0,68700.0,False,,
 680 2B105299,2012,1,Indiana             ,46375,745,5119.0,0.0,40200.0,False,5122.0,72.0
 680 2B105299,2012,1,Indiana             ,46375,745,5119.0,0.0,40200.0,False,5119.0,48.0
 680 2B105299,2012,1,Indiana             ,46375,745,5122.0,122000.0,22600.0,True,5122.0,72.0
 680 2B105299,2012,1,Indiana             ,46375,745,5122.0,122000.0,22600.0,True,5119.0,48.0
005367H739   ,2013,8,Missouri            ,64111,456,5122.0,2432000.0,95700.0,False,,
006871M818   ,2013,8,New York            ,14534,473,5122.0,1139000.0,46600.0,False,,
007927N480   ,2013,10,North Carolina      ,27613,620,5121.0,13650000.0,74100.0,False,,
 PACP4403N771,2012,5,Texas               ,79925,712,5233.0,0.0,376800.0,False,5233.0,163.0
 680 891W2663,2012,8,California          ,92543,651,5219.0,0.0,10600.0,False,5219.0,240.0
008969W735   ,2013,6,Colorado            ,80238,10,5121.0,89503000.0,2078700.0,False,,
 680 4958N346,2012,4,California          ,91335,712,5219.0,0.0,273200.0,False,5219.0,132.0
 680 4958N346,2012,4,California          ,91335,712,5219.0,0.0,273200.0,False,5121.0,23.0
 680 4958N346,2012,4,California          ,91335,712,5121.0,4518000.0,112000.0,True,5219.0,132.0
 680 4958N346,2012,4,California          ,91335,712,5121.0,4518000.0,112000.0,True,5121.0,23.0
007299N495   ,2013,7,Pennsylvania        ,15143,620,5121.0,195291000.0,1613900.0,False,,
007299N495   ,2013,7,Pennsylvania        ,15143,620,5224.0,10000000.0,16400.0,True,,
 680 2850L596,2012,5,Indiana             ,46202,651,5219.0,0.0,49500.0,False,5219.0,944.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5121.0,4263000.0,222400.0,False,5122.0,15.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5121.0,4263000.0,222400.0,False,5121.0,65.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5121.0,4263000.0,222400.0,False,5219.0,49.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5219.0,0.0,126500.0,True,5122.0,15.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5219.0,0.0,126500.0,True,5121.0,65.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5219.0,0.0,126500.0,True,5219.0,49.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5122.0,1373000.0,128500.0,True,5122.0,15.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5122.0,1373000.0,128500.0,True,5121.0,65.0
 680 3644P736,2012,1,Oklahoma            ,73160,712,5122.0,1373000.0,128500.0,True,5219.0,49.0
 680 5324P122,2012,8,California          ,91768,156,5219.0,0.0,10800.0,False,5219.0,130.0
000C366647   ,2013,6,New Hampshire       ,3307,169,5122.0,416000.0,288600.0,False,,
 PACP6A193936,2012,8,Texas               ,75460,712,5233.0,0.0,83400.0,False,5233.0,16.0
008563M448   ,2013,11,Arizona             ,86506,43,5122.0,4135000.0,209400.0,False,,
 680 7138P855,2012,3,Oregon              ,97701,712,5219.0,0.0,84600.0,False,5219.0,24.0
004027A176   ,2013,1,Colorado            ,80401,141,5224.0,10000000.0,157800.0,False,,
001D841641   ,2013,5,Wisconsin           ,53406,10,5121.0,50009000.0,1529700.0,False,,
 680 0334P151,2012,8,New Hampshire       ,3263,90,5219.0,0.0,67300.0,False,5202.0,97.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5219.0,0.0,67300.0,False,5219.0,314.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5219.0,0.0,67300.0,False,5201.0,73.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5219.0,0.0,67300.0,False,5119.0,59.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5119.0,0.0,325000.0,True,5202.0,97.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5119.0,0.0,325000.0,True,5219.0,314.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5119.0,0.0,325000.0,True,5201.0,73.0
 680 0334P151,2012,8,New Hampshire       ,3263,90,5119.0,0.0,325000.0,True,5119.0,59.0
007378R601   ,2013,10,Kansas              ,66618,169,5121.0,2895000.0,207000.0,False,,
 680 9E923685,2012,8,California          ,94705,926,5119.0,0.0,526100.0,False,5119.0,42.0
 680 3564X370,2012,8,Arkansas            ,72764,573,5119.0,0.0,48800.0,False,5119.0,99.0
002632W470   ,2013,10,Colorado            ,80123,620,5121.0,104685000.0,1361300.0,False,,
 680 0214P80A,2012,8,Connecticut         ,6002,456,5219.0,0.0,29200.0,False,5219.0,252.0
0092K10373   ,2013,4,Michigan            ,48170,111,5122.0,1290000.0,127900.0,False,,
001B531660   ,2013,11,New York            ,12206,612,5121.0,5034000.0,319100.0,False,,
 680 1748R84A,2012,8,New Jersey          ,7201,712,5119.0,0.0,16900.0,False,5119.0,25.0
 680 5C586762,2012,8,California          ,91411,612,5121.0,28510000.0,409600.0,False,5121.0,7.0
 680 3125X164,2012,4,North Dakota        ,58102,712,5219.0,0.0,111700.0,False,5219.0,29.0
007D94156A   ,2013,10,New York            ,11228,169,5224.0,0.0,102300.0,False,,
 680 869D2455,2012,1,New Mexico          ,87106,90,5219.0,0.0,3529900.0,False,5219.0,7.0
001B801688   ,2013,7,New York            ,11104,169,5122.0,350000.0,126800.0,False,,
001B801688   ,2013,7,New York            ,11104,169,5119.0,0.0,64200.0,True,,
 680 734D6929,2012,8,California          ,95340,509,5110.0,0.0,57400.0,False,5110.0,8.0
002635B932   ,2013,7,Massachusetts       ,1520,639,5122.0,2658000.0,158000.0,False,,
005C32103A   ,2013,11,Illinois            ,60618,169,5122.0,0.0,66400.0,False,,
005C32103A   ,2013,11,Illinois            ,60618,169,5119.0,0.0,17000.0,True,,
002217B353   ,2013,6,Colorado            ,80239,612,5121.0,22932000.0,238800.0,False,,
 680 6459X434,2012,4,New Jersey          ,8858,998,5119.0,0.0,295600.0,False,5121.0,35.0
 680 6459X434,2012,4,New Jersey          ,8858,998,5119.0,0.0,295600.0,False,5119.0,500.0
 680 6459X434,2012,4,New Jersey          ,8858,998,5121.0,20403000.0,575200.0,True,5121.0,35.0
 680 6459X434,2012,4,New Jersey          ,8858,998,5121.0,20403000.0,575200.0,True,5119.0,500.0
 680 4A475077,2012,8,California          ,92104,620,5121.0,173822000.0,1057500.0,False,5121.0,5.0
 680 7A851394,2012,8,New Mexico          ,87571,599,5119.0,0.0,6000.0,False,5102.0,49.0
 680 7A851394,2012,8,New Mexico          ,87571,599,5119.0,0.0,6000.0,False,5119.0,4.0
00938Y6056   ,2013,7,Washington          ,98056,676,5223.0,10000000.0,243300.0,False,,
 680 6779C686,2012,7,California          ,94710,110,5122.0,0.0,46500.0,False,5122.0,47.0
006D774465   ,2013,9,South Dakota        ,57701,612,5121.0,2703000.0,39700.0,False,,
008B580048   ,2013,7,Maryland            ,20902,571,5122.0,800000.0,7400.0,False,,
009B533893   ,2013,8,Arizona             ,85004,639,5121.0,11898000.0,163900.0,False,,
000D592867   ,2013,4,Texas               ,78238,100,5232.0,20000000.0,55200.0,False,,
002A648090   ,2013,7,Alabama             ,35801,595,5224.0,10000000.0,20200.0,False,,
001A209937   ,2013,6,Texas               ,75115,665,5121.0,6392000.0,110500.0,False,,
001A209937   ,2013,6,Texas               ,75115,665,5122.0,692000.0,30600.0,True,,
003812C670   ,2013,4,North Carolina      ,27103,612,5121.0,18427000.0,284100.0,False,,
 680 8036L63A,2012,1,Virginia            ,22042,91,5219.0,0.0,45300.0,False,5102.0,162.0
 680 8036L63A,2012,1,Virginia            ,22042,91,5219.0,0.0,45300.0,False,5219.0,132.0
006C354703   ,2013,12,Washington          ,98826,40,5131.0,0.0,20000.0,False,,
005207X05A   ,2013,3,Michigan            ,49009,984,5223.0,57000.0,151100.0,False,,
00434N2379   ,2013,8,New Jersey          ,8401,639,5122.0,1975000.0,154500.0,False,,
 680 2777X248,2012,2,Missouri            ,64804,651,5105.0,0.0,11200.0,False,5105.0,206.0
002937X297   ,2013,1,Arizona             ,85040,184,5122.0,3345000.0,103900.0,False,,
009D376432   ,2013,12,Texas               ,75062,169,5145.0,10000000.0,4300.0,False,,
