"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","hours_worked"
" 680 1647M309","2013","03","Tennessee           ","38116","600","05121",20
" 680 3D433143","2013","06","New York            ","11214","719","05122",50
" 680 4900C483","2013","06","Wisconsin           ","53405","612","05121",2248
" 680 7059R270","2012","08","New York            ","13037","712","05121",2462
" 680 2A852654","2013","06","New York            ","12866","169","05223",124
" 680 9256C820","2013","02","Colorado            ","81301","620","05145",305
" 680 315L3094","2013","08","New York            ","10543","416","05121",40
" 680 3D947640","2013","11","Connecticut         ","06840","620","05223",10227
" 680 1D965011","2012","08","Arkansas            ","72023","651","05101",3
" 680 7A684495","2012","08","Illinois            ","60609","597","05119",3
" 680 9213C764","2013","12","Massachusetts       ","02474","100","05121",100
" 680 3B504063","2012","08","Maryland            ","21539","093","05219",60
" 680 3413X592","2012","02","Indiana             ","47130","600","05121",1297
" 680 1847M608","2012","03","California          ","92335","712","05122",311
" 680 606M9242","2012","08","Maryland            ","20852","091","05219",80
" 680 3C99701A","2013","09","Alabama             ","36832","432","05119",9
" 680 5334W668","2013","12","Pennsylvania        ","18081","184","05122",200
" 680 6392X500","2013","03","Illinois            ","60642","984","05125",4
" 680 1723R518","2012","08","Kansas              ","66214","719","05106",186
" 680 2592X205","2012","01","Massachusetts       ","02144","712","05219",533
" 680 6521H444","2012","08","Massachusetts       ","01257","599","05101",19
" 680 6481X926","2013","03","North Carolina      ","27021","134","05219",17
" 680 8577X876","2013","04","Ohio                ","45227","169","05145",16
" 680 7443R765","2012","08","Oregon              ","97223","091","05223",38
" 680 9C251664","2013","05","Pennsylvania        ","18954","456","05122",208
" 680 9A526986","2012","01","Illinois            ","60123","712","05219",198
" 680 637Y4722","2012","01","New York            ","12550","599","05119",895
" PACP623M7198","2012","01","Texas               ","76258","712","05121",250
" 680 6C023152","2013","07","Kansas              ","66219","665","05121",33
" 680 0126R529","2012","05","Mississippi         ","38664","651","05219",266
" 680 7243P053","2012","04","Kansas              ","67214","651","05219",55
" 680 2652R691","2012","08","California          ","95476","651","05213",19
" 680 1270N21A","2012","01","Montana             ","59860","651","05219",1017
" 680 4C361483","2013","10","New York            ","10028","169","05224",355
" 680 5843A510","2012","08","California          ","94115","691","05219",240
" 680 8916N52A","2013","09","Nebraska            ","68463","100","05219",181
" 680 8A516750","2012","08","New Jersey          ","07087","651","05219",4332
" 680 3A766203","2012","07","North Carolina      ","27358","994","05119",25
" 680 3C754895","2013","10","Mississippi         ","39213","169","05121",16
" 680 5113P275","2012","08","New York            ","10509","092","05219",52
" 680 4907C214","2013","05","Colorado            ","81058","042","05121",11
" 680 3834X349","2012","01","Indiana             ","46204","651","05119",28
" 680 0817N675","2012","01","California          ","94587","091","05119",741
" 680 6530M655","2012","08","Georgia             ","31201","712","05119",39
" 680 2A646686","2012","06","Illinois            ","60193","599","05106",40
" 680 4D037040","2013","07","Indiana             ","46239","010","05224",668
" PACP7654X495","2012","05","Texas               ","79404","049","05132",28
" 680 4D050351","2012","08","California          ","90064","926","05119",36
" 680 2476N903","2013","03","Colorado            ","80112","620","05121",119
" 680 3C953085","2012","08","California          ","90815","651","05219",47
" 680 672M4622","2012","01","Alabama             ","35215","612","05121",40351
" 680 2C169149","2012","08","California          ","95023","542","05223",854
" 680 8913R673","2013","10","North Carolina      ","27514","169","05131",14
" 680 9B044225","2012","06","Idaho               ","83686","741","05122",20
" 680 5B036652","2013","03","North Carolina      ","27106","600","05121",177
" 680 9122N753","2012","08","Massachusetts       ","01930","090","05219",29
" PACP8831N664","2012","08","Texas               ","75701","599","05106",54
" 680 0211C43A","2013","07","Maryland            ","20785","010","05223",366
" 680 248L1461","2013","08","Massachusetts       ","02115","620","05121",27
" 680 8762A95A","2012","08","Minnesota           ","55102","651","05119",2
" 680 8434P390","2013","12","North Carolina      ","27105","169","05224",120
" 680 8028P861","2012","02","Georgia             ","30281","749","05119",32
" 680 2B049119","2012","08","Connecticut         ","06437","599","05202",8
" 680 1397M120","2013","03","Illinois            ","60423","612","05121",273
" 680 4B495023","2012","03","Georgia             ","30260","713","05119",284
" 680 2D337852","2013","05","Maryland            ","21204","112","05122",44
" 680 3A734900","2012","07","California          ","90631","712","05213",68
" 680 6958C812","2013","10","Minnesota           ","55792","040","05224",7
" 680 9240H399","2012","04","Washington          ","98108","524","05122",9610
" 680 6C526437","2013","01","New Jersey          ","08077","169","05224",7640
" 680 3445P680","2012","08","Massachusetts       ","02360","090","05219",5
" 680 4C693011","2013","11","Tennessee           ","38478","612","05121",1593
" 680 6815B240","2012","08","Virginia            ","22408","091","05102",7
" 680 6D825027","2013","10","New Hampshire       ","03862","169","05145",92
" 680 6A098392","2012","08","Connecticut         ","06615","651","05219",628
" 680 1C019069","2013","07","South Carolina      ","29406","169","05224",1
" 680 2A803069","2012","06","Montana             ","59729","092","05219",606
" 680 2602P772","2012","08","New York            ","13021","090","05219",2
" 680 2A989554","2012","06","Arizona             ","85253","691","05219",3600
" 680 568M5575","2012","08","Illinois            ","60653","620","05223",1100
" PACP7067P378","2012","08","Texas               ","77084","712","05233",12
" 680 7385P713","2012","03","California          ","92106","091","05219",11
" 680 0001C609","2013","06","Colorado            ","81621","612","05140",366
" 680 4737B956","2013","10","Pennsylvania        ","19382","612","05121",336
" 680 4C055351","2013","07","New York            ","10018","661","05122",488
" 680 1C723180","2013","09","Michigan            ","48323","169","05145",12
" 680 7B705430","2013","05","Illinois            ","60176","620","05121",130
" 680 4D248691","2013","07","New York            ","14216","169","05122",33
" 680 9764C710","2013","07","Kentucky            ","41042","044","05121",32
" 680 393N8417","2013","12","Tennessee           ","38116","416","05121",78
" 680 9308L998","2012","08","Louisiana           ","70806","926","05119",216
" 680 4262N275","2012","05","Pennsylvania        ","16105","612","05119",28
" 680 3C493377","2013","10","New Jersey          ","08086","970","05125",2
" 680 1362R296","2012","08","California          ","92614","926","05119",21
" 680 9197B60A","2013","07","Colorado            ","80011","620","05121",23
" 680 6247C080","2012","05","New York            ","10025","092","05119",10
" 680 1A710212","2013","05","Colorado            ","80031","612","05121",365
" 680 9652N727","2012","08","Massachusetts       ","01571","712","05219",124
" 680 90K71203","2013","07","North Dakota        ","58102","665","05224",525
" 680 3883X160","2012","05","Georgia             ","30606","091","05219",392
" 680 1276N053","2012","01","Colorado            ","81401","926","05119",54
" 680 7D301807","2013","10","Maryland            ","20872","169","05122",2
" 680 5A74772A","2013","10","Massachusetts       ","01863","968","05223",5
" 680 5844W503","2012","02","Indiana             ","46516","595","05102",52
" 680 1C872867","2013","08","Colorado            ","80920","612","05121",189
" 680 1C517126","2012","08","California          ","91942","592","05106",3
" 680 5D070821","2013","09","Alabama             ","35905","169","05224",2119
" 680 8854R656","2012","08","California          ","94107","651","05119",10
" 680 1429N098","2012","01","Pennsylvania        ","18902","749","05122",5
" 680 4435N615","2012","08","New York            ","10016","651","05119",35
" 680 7A608197","2012","08","Michigan            ","48042","416","05119",47
" 680 1759W62A","2013","08","Massachusetts       ","01901","620","05121",60
" 680 2054N405","2013","03","Colorado            ","80112","620","05121",26
" 680 962W2252","2013","11","New York            ","10279","661","05122",350
" 680 6990R867","2013","09","Massachusetts       ","02492","665","05224",5
" PACP3961C270","2012","03","Texas               ","78216","712","05233",110
" 680 2976R403","2013","06","New York            ","13066","595","05121",99
" 680 6871C940","2013","10","Illinois            ","60616","620","05121",150
" 680 9A632771","2012","03","California          ","95452","712","05219",1724
" 680 9794B699","2013","10","Iowa                ","50401","612","05121",41
" 680 2347N460","2012","08","Connecticut         ","06517","090","05202",6245
" 680 4881L347","2012","08","California          ","95630","926","05119",31
" 680 6540H089","2013","11","Georgia             ","31211","612","05121",19
" 680 0093C55A","2012","07","California          ","92833","940","05219",3
" 680 9A790251","2012","08","Connecticut         ","06519","712","05121",16
" 680 5A519039","2013","08","Kansas              ","66214","612","05122",9
" 680 6731X274","2012","03","California          ","90038","719","05219",100
" 680 2C312978","2012","08","California          ","91604","691","05106",49
" 680 9C779711","2013","03","Missouri            ","63118","169","05122",67
" 680 3417M260","2013","07","Connecticut         ","06437","612","05121",21
" 680 6B477154","2012","03","California          ","95901","712","05219",94
" 680 3D745476","2013","06","Minnesota           ","55372","169","05122",28
" 680 3A60395A","2012","07","Georgia             ","30040","712","05119",24
" 680 7D711022","2013","11","Utah                ","84010","620","05121",148
" 680 0C756729","2013","08","Kentucky            ","42103","665","05122",33
" 680 87K67779","2012","08","Montana             ","59858","597","05119",8
" 680 4663L461","2013","07","Oregon              ","97470","571","05122",49641
" 680 4199M434","2012","07","Minnesota           ","56560","600","05119",52
" 680 2C536255","2013","08","North Carolina      ","28719","676","05121",120
" 680 9B12833A","2012","06","Alabama             ","36268","712","05219",1427
